Name,producer_guess,Vintage,Format,Category,Price,price_usd,Region/Notes
Chateau Lafite Rothschild,Chateau Lafite Rothschild,1983,1.5L,Red Wine,"$1,799.99",1799.99,Pauillac (Bordeaux)
Chateau La Fleur-Petrus,Chateau La Fleur-Petrus,2018,3L,Red Wine,"$1,529.99",1529.99,"Pomerol (JS: 99, WA: 97+)"
Domaine du Comte Liger-Belair - Nuits St Georges 1er Cru Aux Cras,Domaine du Comte Liger-Belair,2009,750ml,Red Wine,"$1,529.99",1529.99,Burgundy (Pinot Noir)
Dom Perignon - Rose P2,Dom Perignon,1995,750ml,Sparkling Wine,"$1,599.99",1599.99,Champagne
Dom Perignon - Rose P2,Dom Perignon,2000,750ml,Sparkling Wine,"$1,599.99",1599.99,Champagne
Chateau Haut Brion,Chateau Haut Brion,2019,1.5L,Red Wine,"$1,799.99",1799.99,"Pessac Leognan (JS: 100, V: 99)"
Bruno Colin - Batard Montrachet Grand Cru,Bruno Colin,2022,750ml,White Wine,"$1,349.99",1349.99,Burgundy (Chardonnay)
Château Margaux,Château Margaux,2011,1.5L,Red Wine,"$1,259.99",1259.99,"Margaux (D: 96, WE: 95)"
A.F. Gros - Richebourg,A.F. Gros,2022,750ml,Red Wine,"$1,199.99",1199.99,Burgundy (Pinot Noir)
Krug - Brut Champagne Collection,Krug,1995,750ml,Sparkling Wine,"$1,169.99",1169.99,Champagne
Chateau d'Armailhac,Chateau d'Armailhac,2005,6L,Red Wine,"$1,169.99",1169.99,Pauillac (Bordeaux Blend)
Domaine Leflaive - Puligny-Montrachet Les Pucelles,Domaine Leflaive,2022,750ml,White Wine,$998.99,998.99,"Burgundy (WA: 95, JS: 95)"
Ramonet - Batard Montrachet Grand Cru,Ramonet,2020,750ml,White Wine,"$1,169.99",1169.99,Burgundy (Chardonnay)
Chateau Palmer,Chateau Palmer,2019,3L,Red Wine,"$1,169.99",1169.99,Margaux (Bordeaux Blend)
Domaine Coche Dury - Meursault,Domaine Coche Dury,2022,750ml,White Wine,"$1,169.99",1169.99,Burgundy (Chardonnay)
Joseph Drouhin - Chambolle Musigny 1er Cru Amoureuses,Joseph Drouhin,2022,750ml,Red Wine,"$1,079.99",1079.99,Burgundy (Pinot Noir)
Domaine Jacques Prieur - Echezeaux Grand Cru,Domaine Jacques Prieur,2019,750ml,Red Wine,"$1,079.99",1079.99,Burgundy (WS: 94)
Domaine Leflaive Esprit Corton Grand Cru Grandes Lolieres,Domaine Leflaive Esprit Corton Grand Cru Grandes Lolieres,2019,750ml,Red Wine,$969.99,969.99,Corton Grand Cru
Olivier Leflaive - Bâtard-Montrachet,Olivier Leflaive,2022,750ml,White Wine,"$1,099.99",1099.99,Burgundy (Chardonnay)
Louis Roederer - Cristal Vinotheque Brut,Louis Roederer,1999,750ml,Sparkling Wine,"$1,099.99",1099.99,Champagne
Domaine Leflaive - Puligny-Montrachet Les Pucelles,Domaine Leflaive,2021,750ml,White Wine,$919.99,919.99,Burgundy (Chardonnay)
Château Lafleur,Château Lafleur,2020,750ml,Red Wine,$971.99,971.99,"Pomerol (WA: 99, D: 98)"
Chateau Cheval Blanc,Chateau Cheval Blanc,2010,750ml,Red Wine,"$1,039.99",1039.99,"Saint Emilion (WE: 100, WA: 100)"
Château Pavie,Château Pavie,2012,1.5L,Red Wine,$899.99,899.99,St. Emilion (Bordeaux)
Château Mouton-Rothschild,Château Mouton-Rothschild,2016,750ml,Red Wine,$724.99,724.99,"Pauillac (WA: 100, JS: 100)"
Château Mouton-Rothschild,Château Mouton-Rothschild,2018,750ml,Red Wine,$579.99,579.99,"Pauillac (D: 100, JS: 100)"
Bonneau du Martray - Corton-Charlemagne,Bonneau du Martray,2022,750ml,White Wine,$899.99,899.99,Burgundy (Chardonnay)
Chateau Haut Brion,Chateau Haut Brion,1964,750ml,Red Wine,$899.99,899.99,Pessac Leognan (Bordeaux Blend)
Chateau Margaux,Chateau Margaux,2011,750ml,Red Wine,$499.99,499.99,"Margaux (D: 96, JS: 94)"
Domaine Jean-Jacques Confuron - Romanee St. Vivant Grand Cru,Domaine Jean-Jacques Confuron,2016,750ml,Red Wine,$809.99,809.99,Burgundy (Pinot Noir)
Château Mouton-Rothschild,Château Mouton-Rothschild,2019,750ml,Red Wine,$559.99,559.99,"Pauillac (JS: 99, WS: 98)"
Château Lafleur,Château Lafleur,2012,750ml,Red Wine,$809.99,809.99,Pomerol (WA: 94)
Domaine Dugat Py - Charmes Chambertin Grand Cru,Domaine Dugat Py,2022,750ml,Red Wine,$809.99,809.99,Burgundy (WA: 95+)
Louis Roederer - Brut Champagne Cristal,Louis Roederer,2012,1.5L,Sparkling Wine,$809.99,809.99,Champagne
Domaine Armand Rousseau - Mazis Chambertain,Domaine Armand Rousseau,2021,750ml,Red Wine,$899.99,899.99,Burgundy (Pinot Noir)
Chateau Lafite Rothschild,Chateau Lafite Rothschild,1990,750ml,Red Wine,$809.99,809.99,Pauillac (Bordeaux)
Château Mouton-Rothschild,Château Mouton-Rothschild,2015,750ml,Red Wine,$589.99,589.99,"Pauillac (JD: 99, JS: 99)"
Chateau Cos d'Estournel,Chateau Cos d'Estournel,2000,1.5L,Red Wine,$800.99,800.99,"Saint Estephe (WA: 97, JS: 93)"
Louis Roederer - Brut Rosé Champagne Cristal,Louis Roederer,2013,750ml,Sparkling Wine,$764.99,764.99,Champagne
Chateau Cos d'Estournel,Chateau Cos d'Estournel,2001,1.5L,Red Wine,$719.99,719.99,"Saint Estephe (D: 95, WA: 94)"
Château Latour,Château Latour,1999,750ml,Red Wine,$719.99,719.99,Pauillac (Bordeaux Red)
Jean Marie Fourrier - Corton Charlemagne Grand Cru,Jean Marie Fourrier,2022,750ml,White Wine,$719.99,719.99,Burgundy (Chardonnay)
Lucien Le Moine - Chambolle Musigny Les Amoureuses,Lucien Le Moine,2022,750ml,Red Wine,$719.99,719.99,Burgundy (Pinot Noir)
Chateau La Fleur-Petrus,Chateau La Fleur-Petrus,2016,1.5L,Red Wine,$719.99,719.99,"Pomerol (WA: 97, WE: 95)"
Domaine Comte Georges de Vogue - Bonne Mares Grand Cru,Domaine Comte Georges de Vogue,2016,750ml,Red Wine,$719.99,719.99,Burgundy (Pinot Noir)
Domaine Dugat Py - Corton Charlemagne Grand Cru,Domaine Dugat Py,2022,750ml,White Wine,$759.99,759.99,Burgundy (WA: 96+)
Domaine Leroy - Bourgogne Aligote,Domaine Leroy,2017,750ml,White Wine,$629.99,629.99,Burgundy (Chardonnay)
Chateau Margaux,Chateau Margaux,2021,750ml,Red Wine,$499.99,499.99,"Margaux (WE: 98, JS: 98)"
Chateau Lafite Rothschild,Chateau Lafite Rothschild,2020,750ml,Red Wine,$675.99,675.99,"Pauillac (WE: 100, JD: 100)"
Chateau Lafite Rothschild,Chateau Lafite Rothschild,2021,750ml,Red Wine,$575.99,575.99,"Pauillac (WE: 98, D: 97)"
Chateau La Mission Haut Brion,Chateau La Mission Haut Brion,1969,1.5L,Red Wine,$629.99,629.99,Pessac Leognan (Bordeaux Blend)
Olivier Bernstein - Chambertin Grand Cru,Olivier Bernstein,2014,750ml,Red Wine,$629.99,629.99,Burgundy (WS: 96)
Dom Perignon - Brut,Dom Perignon,2013,1.5L,Sparkling Wine,$699.99,699.99,Champagne
Chateau Latour,Chateau Latour,1970,750ml,Red Wine,$629.99,629.99,Pauillac (Bordeaux Blend)
Chateau Lafite Rothschild,Chateau Lafite Rothschild,2017,750ml,Red Wine,$699.99,699.99,"Pauillac (JS: 98, WA: 97+)"
Domaine Leflaive - Puligny-Montrachet Les Folatières,Domaine Leflaive,2021,750ml,White Wine,$645.99,645.99,"Burgundy (WS: 94, V: 94)"
A.F. Gros - Echezeaux Grand Cru,A.F. Gros,2022,750ml,Red Wine,$629.99,629.99,Burgundy (Pinot Noir)
Chateau Haut Brion,Chateau Haut Brion,2021,750ml,Red Wine,$459.99,459.99,"Pessac Leognan (WE: 98, WA: 97)"
Philippe Pacalet - Echezeaux Grand Cru,Philippe Pacalet,2020,750ml,Red Wine,$499.99,499.99,Burgundy (Pinot Noir)
Chateau Latour,Chateau Latour,2015,750ml,Red Wine,$635.99,635.99,"Pauillac (WE: 98, D: 98)"
Chateau Latour,Chateau Latour,2014,750ml,Red Wine,$599.99,599.99,"Pauillac (WS: 97, WA: 97+)"
Méo-Camuzet - Corton Charlemagne Grand Cru,Méo-Camuzet,2022,750ml,White Wine,$539.99,539.99,Burgundy (Chardonnay)
Château Pavie,Château Pavie,2016,750ml,Red Wine,$364.99,364.99,"St. Emilion (WA: 100, WE: 96)"
Chateau Gruaud Larose,Chateau Gruaud Larose,1975,1.5L,Red Wine,$449.99,449.99,Saint Julien (Bordeaux Blend)
Chateau Angelus,Chateau Angelus,2020,750ml,Red Wine,$449.99,449.99,"Saint Emilion (WE: 99, WA: 98-100)"
Chateau Margaux,Chateau Margaux,1976,750ml,Red Wine,$449.99,449.99,Margaux (Bordeaux Blend)
Méo-Camuzet - Clos De Vougeot Grand Cru,Méo-Camuzet,2022,750ml,Red Wine,$499.99,499.99,Burgundy (WS: 95)
Château L'Evangile,Château L'Evangile,2010,750ml,Red Wine,$449.99,449.99,Pomerol (WA: 94)
Château de la Tour - Clos Vougeot,Château de la Tour,1986,750ml,Red Wine,$449.99,449.99,Burgundy (Pinot Noir)
Yann Durieux - Gevrey Chambertin GC,Yann Durieux,2020,750ml,Red Wine,$449.99,449.99,Burgundy (Pinot Noir)
Chateau Angelus,Chateau Angelus,2017,750ml,Red Wine,$384.99,384.99,"Saint Emilion (JD: 97, WE: 96)"
Domaine Sylvain Cathiard - Nuits-Saint-Georges Aux Thorey,Domaine Sylvain Cathiard,2021,750ml,Red Wine,$449.99,449.99,Burgundy
Chateau Batailley,Chateau Batailley,1982,750ml,Red Wine,$449.99,449.99,Pauillac (Bordeaux Blend)
Ramonet - Chassagne-Montrachet Les Ruchottes,Ramonet,2021,750ml,White Wine,$440.99,440.99,Burgundy (Chardonnay)
Domaine Faiveley - Echezeaux Grand Cru en Orveaux,Domaine Faiveley,2023,750ml,Red Wine,$489.99,489.99,"Burgundy (JS: 98, WS: 96)"
Domaine Leflaive - Esprit Pouilly Fuisse Clos Reyssier,Domaine Leflaive,2019,1.5L,White Wine,$422.99,422.99,Pouilly Fuisse
Ramonet - Puligny-Montrachet Les Enseignères,Ramonet,2022,750ml,White Wine,$422.99,422.99,Burgundy (Chardonnay)
E. Guigal - Côte-Rôtie La Turque,E. Guigal,2004,750ml,Red Wine,$405.89,405.89,Rhone Valley (Rhone Blend)
Domaine Harmand-Geoffroy - Mazis Chambertain,Domaine Harmand-Geoffroy,2020,750ml,Red Wine,$404.99,404.99,Burgundy (Pinot Noir)
Domaine Georges & Christophe Roumier - Chambolle Musigny,Domaine Georges & Christophe Roumier,2023,750ml,Red Wine,$404.99,404.99,Burgundy
Louis Roederer - Collection 245 Brut Champagne,Louis Roederer,NV,3L,Sparkling Wine,$395.99,395.99,Champagne
Domaine Leflaive Esprit - St Romain Sous La Velle,Domaine Leflaive Esprit,2019,1.5L,White Wine,$386.99,386.99,Burgundy
Château Lynch-Bages,Château Lynch-Bages,2020,1.5L,Red Wine,$359.99,359.99,"Pauillac (JS: 99, WS: 96)"
Château Léoville Las Cases,Château Léoville Las Cases,1996,750ml,Red Wine,$365.99,365.99,St. Julien (Bordeaux Blend)
Gosset - Celebris Extra Brut,Gosset,2007,1.5L,Sparkling Wine,$359.99,359.99,"Champagne (JS: 96, WE: 95)"
Moët & Chandon - Brut Grand Vintage,Moët & Chandon,1985,750ml,Sparkling Wine,$359.99,359.99,Champagne
Chateau Cos d'Estournel,Chateau Cos d'Estournel,2009,750ml,Red Wine,$399.99,399.99,"Saint Estephe (WA: 100, JD: 100)"
Chateau Bellevue Mondotte,Chateau Bellevue Mondotte,2009,750ml,Red Wine,$399.99,399.99,"Saint Emilion (WA: 100, JS: 97)"
Château La Cabanne,Château La Cabanne,2021,3L,Red Wine,$359.99,359.99,Pomerol (Bordeaux Blend)
Jacques-Frédéric Mugnier - Chambolle-Musigny,Jacques-Frédéric Mugnier,2022,750ml,Red Wine,$359.99,359.99,Burgundy (Pinot Noir)
Le Petit Mouton de Mouton-Rothschild,Le Petit Mouton de Mouton-Rothschild,1998,750ml,Red Wine,$359.99,359.99,Pauillac (Bordeaux Blend)
Meo-Camuzet - Corton Perrieres Grand Cru,Meo-Camuzet,2022,750ml,Red Wine,$399.99,399.99,Burgundy (WS: 96)
Domaine Leflaive - Puligny Montrachet,Domaine Leflaive,2023,750ml,White Wine,$299.99,299.99,Burgundy (WS: 93)
Chateau La Mission Haut Brion,Chateau La Mission Haut Brion,2018,750ml,Red Wine,$333.99,333.99,"Pessac Leognan (JD: 100, WA: 99)"
Château Fourcas-Hosten,Château Fourcas-Hosten,2000,5L,Red Wine,$399.99,399.99,Listrac (Proprietary Blend)
Chateau Figeac,Chateau Figeac,2005,750ml,Red Wine,$359.99,359.99,Saint Emilion (WE: 93)
Chateau Palmer,Chateau Palmer,1981,750ml,Red Wine,$359.99,359.99,Margaux (Bordeaux Blend)
Jacques-Frédéric Mugnier - Clos de la Maréchale 1er Cru,Jacques-Frédéric Mugnier,2022,1.5L,Red Wine,$359.99,359.99,Burgundy (Pinot Noir)
Château La Tour Blanche,Château La Tour Blanche,1975,1.5L,White Wine,$359.99,359.99,Sauternes (Bordeaux Blend)
Chateau Palmer,Chateau Palmer,2020,750ml,Red Wine,$306.99,306.99,"Margaux (WE: 98, WA: 97)"
Chateau Bellevue Mondotte,Chateau Bellevue Mondotte,2005,750ml,Red Wine,$393.99,393.99,"Saint Emilion (WA: 100, WS: 97)"
Dom Ruinart - Brut Rose,Dom Ruinart,2009,750ml,Sparkling Wine,$389.99,389.99,Champagne
Louis Roederer - Brut Champagne Cristal,Louis Roederer,2005,750ml,Sparkling Wine,$349.99,349.99,Champagne
Domaine Leflaive Esprit Pouilly Fuisse,Domaine Leflaive Esprit Pouilly Fuisse,2018,1.5L,White Wine,$332.99,332.99,Burgundy (Chardonnay)
Veuve Clicquot - Brut Rose Champagne La Grande Dame,Veuve Clicquot,2015,750ml,Sparkling Wine,$332.99,332.99,Champagne
Jean-Louis Chave - Hermitage White,Jean-Louis Chave,2021,750ml,White Wine,$332.99,332.99,Rhone Valley
Château Pavie,Château Pavie,2015,750ml,Red Wine,$329.99,329.99,"St. Emilion (JD: 100, WS: 98)"
Dom Perignon - Brut,Dom Perignon,2002,750ml,Sparkling Wine,$369.99,369.99,Champagne
Domaine Leflaive Esprit Pommard 1er Cru Les Arvelets,Domaine Leflaive Esprit Pommard 1er Cru Les Arvelets,2019,750ml,Red Wine,$332.09,332.09,Burgundy (Pinot Noir)
Ramonet - Puligny-Montrachet Les Enseignères,Ramonet,2021,750ml,White Wine,$323.99,323.99,Burgundy (Chardonnay)
Méo-Camuzet - Nuits-St.-Georges Aux Murgers,Méo-Camuzet,2018,750ml,Red Wine,$323.99,323.99,Burgundy (WS: 93)
Chateau Cos d'Estournel,Chateau Cos d'Estournel,NV,750ml,Red Wine,$323.99,323.99,Saint Estephe (Bordeaux Blend)
Chateau Palmer,Chateau Palmer,2017,750ml,Red Wine,$254.99,254.99,"Margaux (JS: 98, WA: 97+)"
Méo-Camuzet - Vosne-Romanée Les Chaumes,Méo-Camuzet,2023,750ml,Red Wine,$314.99,314.99,Burgundy (Pinot Noir)
Méo-Camuzet - Vosne-Romanée Les Chaumes,Méo-Camuzet,2019,750ml,Red Wine,$314.99,314.99,Burgundy (Pinot Noir)
Joseph Drouhin - Corton Grand Cru,Joseph Drouhin,2022,750ml,Red Wine,$305.99,305.99,Burgundy
Chateau Gilette - Sauternes Creme De Tete,Chateau Gilette,1997,750ml,White Wine,$289.99,289.99,Sauternes
Domaine Rene Leclerc - Griotte-Chambertin Grand Cru,Domaine Rene Leclerc,2014,750ml,Red Wine,$296.99,296.99,Burgundy (Pinot Noir)
Chateau Figeac,Chateau Figeac,2010,750ml,Red Wine,$275.99,275.99,"Saint Emilion (JS: 98, V: 98)"
Méo-Camuzet - Nuits-St.-Georges Aux Murgers,Méo-Camuzet,2020,750ml,Red Wine,$296.99,296.99,Burgundy (Pinot Noir)
Chateau Figeac,Chateau Figeac,2018,750ml,Red Wine,$296.99,296.99,"Saint Emilion (WE: 100, WS: 97+)"
Dom Ruinart - Blanc De Blancs Extra Brut,Dom Ruinart,2013,750ml,Sparkling Wine,$319.99,319.99,"Champagne (WS: 95, WE: 94)"
Chateau Cos d'Estournel,Chateau Cos d'Estournel,2022,750ml,Red Wine,$287.99,287.99,Saint Estephe (Bordeaux Blend)
Henri Boillot - Meursault Les Genevrieres 1er Cru,Henri Boillot,2023,750ml,White Wine,$287.99,287.99,Burgundy (Chardonnay)
Chateau La Mission Haut Brion,Chateau La Mission Haut Brion,2011,750ml,Red Wine,$248.99,248.99,"Pessac Leognan (D: 96, WE: 95)"
Krug - 165th edition Brut Champagne Grande Cuvée,Krug,NV,750ml,Sparkling Wine,$278.99,278.99,Champagne
Chateau Haut Batailley,Chateau Haut Batailley,1966,750ml,Red Wine,$269.99,269.99,Pauillac (Bordeaux Blend)
Château La Fleur-Pétrus,Château La Fleur-Pétrus,2022,750ml,Red Wine,$269.99,269.99,Pomerol (Bordeaux Blend)
Chateau Grand Puy Ducasse,Chateau Grand Puy Ducasse,1978,750ml,Red Wine,$269.99,269.99,Pauillac (Bordeaux Blend)
Ramonet - Chassagne-Montrachet,Ramonet,2023,750ml,White Wine,$269.99,269.99,Burgundy (Chardonnay)
Dom Perignon - Brut Jean Michel Basquiat Edition,Dom Perignon,2015,750ml,Sparkling Wine,$269.99,269.99,Champagne
Nicole Lamarche - Echezeaux Grand Cru,Nicole Lamarche,2019,750ml,Red Wine,$269.99,269.99,Burgundy (Pinot Noir)
Chateau Batailley,Chateau Batailley,1967,750ml,Red Wine,$269.99,269.99,Pauillac (Bordeaux Blend)
Château Lynch-Bages,Château Lynch-Bages,1978,750ml,Red Wine,$269.99,269.99,Pauillac (Bordeaux Blend)
Philippe Pacalet - Chambolle Musigny Les Sentiers 1er Cru,Philippe Pacalet,2020,750ml,Red Wine,$269.99,269.99,Burgundy (Pinot Noir)
Chateau Lafite Rothschild - Carruades De Lafite Pauillac,Chateau Lafite Rothschild,2022,750ml,Red Wine,$229.99,229.99,"Pauillac (JS: 96, D: 94)"
Château La Lagune,Château La Lagune,1970,1.5L,Red Wine,$269.99,269.99,Haut-Medoc (Bordeaux Blend)
Armand de Brignac - Ace of Spades Brut Gold Champagne,Armand de Brignac,NV,750ml,Sparkling Wine,$299.99,299.99,Champagne
Ramonet - Chassagne Montrachet Morgeot 1er Cru,Ramonet,2021,750ml,White Wine,$269.99,269.99,Burgundy (Chardonnay)
Château Pape Clément,Château Pape Clément,1970,750ml,Red Wine,$269.99,269.99,Pessac-Leognan (Bordeaux Blend)
Chateau La Tour - Haut Brion,Chateau La Tour,1995,750ml,Red Wine,$269.99,269.99,Pessac-Leognan (Bordeaux Red)
Delas Freres - Hermitage Les Bessards,Delas Freres,2011,750ml,Red Wine,$269.99,269.99,"Hermitage (WA: 99, WS: 94)"
Château de Beaucastel,Château de Beaucastel,1999,1.5L,Red Wine,$269.99,269.99,Rhone Valley (Rhone Blend)
Chateau Margaux - Pavillon Rouge,Chateau Margaux,2018,750ml,Red Wine,$208.99,208.99,"Margaux (JS: 95, WE: 95)"
Chateau La Fleur-Petrus,Chateau La Fleur-Petrus,2020,750ml,Red Wine,$248.99,248.99,"Pomerol (JS: 100, JD: 100)"
Chateau Lafite Rothschild - Carruades De Lafite,Chateau Lafite Rothschild,2020,750ml,Red Wine,$269.99,269.99,"Pauillac (JS: 96, WE: 95)"
Méo-Camuzet - Vosne-Romanée Les Chaumes,Méo-Camuzet,2022,750ml,Red Wine,$269.99,269.99,Burgundy (Pinot Noir)
Les Forts de Latour,Les Forts de Latour,2018,750ml,Red Wine,$219.99,219.99,"Pauillac (JD: 95, WS: 94)"
Louis Roederer - Brut Champagne Cristal,Louis Roederer,2014,750ml,Sparkling Wine,$299.99,299.99,"Champagne (WS: 98, WE: 97)"
Chateau Cos d'Estournel,Chateau Cos d'Estournel,2020,750ml,Red Wine,$269.99,269.99,"Saint Estephe (JD: 99, JS: 98)"
Domaine Leflaive Esprit Nuits St Georges,Domaine Leflaive Esprit Nuits St Georges,2019,750ml,Red Wine,$247.99,247.99,Nuits St Georges
Joseph Drouhin - Puligny Montrachet Premier Cru Pucelles,Joseph Drouhin,2022,750ml,White Wine,$260.99,260.99,Burgundy
Chateau Figeac,Chateau Figeac,2011,750ml,Red Wine,$219.99,219.99,"Saint Emilion (D: 95, WE: 94)"
Domaine Du Pegau - Chateauneuf Du Pape Reservee,Domaine Du Pegau,2010,1.5L,Red Wine,$279.99,279.99,Rhone Valley (Rhone Red Blend)
Ponsot - Morey-St.-Denis Cuvée des Alouettes,Ponsot,2016,750ml,Red Wine,$251.99,251.99,Burgundy (Pinot Noir)
Chateau Gilette - Sauternes Creme De Tete,Chateau Gilette,1999,750ml,White Wine,$218.99,218.99,Sauternes
Taittinger - Brut Blanc de Blancs Champagne Comtes de Champagne,Taittinger,2013,750ml,Sparkling Wine,$251.99,251.99,Champagne
Nicole Lamarche - Echezeaux Grand Cru,Nicole Lamarche,2020,750ml,Red Wine,$251.99,251.99,Burgundy (Pinot Noir)
Les Forts de Latour,Les Forts de Latour,2019,750ml,Red Wine,$251.99,251.99,"Pauillac (JS: 97, WA: 94+)"
Chateau Trotanoy,Chateau Trotanoy,2012,750ml,Red Wine,$251.99,251.99,"Pomerol (WS: 96, WA: 96)"
Château Gruaud-Larose,Château Gruaud-Larose,1989,750ml,Red Wine,$251.99,251.99,St.-Julien (Bordeaux Blend)
Moet & Chandon - Brut Nature Colle Imperial No.1,Moet & Chandon,NV,750ml,Sparkling Wine,$251.99,251.99,Champagne
Joseph Drouhin - Chassagne-Montrachet Morgeot Marquis de Laguiche,Joseph Drouhin,2022,750ml,White Wine,$242.99,242.99,Burgundy
Joseph Drouhin - Chassagne Montrachet Morgeot Marquis de Laguiche,Joseph Drouhin,1998,750ml,White Wine,$242.99,242.99,Burgundy (Chardonnay)
Chapelle d'Ausone by Chateau Ausone,Chapelle d'Ausone by Chateau Ausone,2012,750ml,Red Wine,$215.99,215.99,"Saint Emilion (JS: 95, WE: 93)"
Méo-Camuzet - Nuits St Georges Les Perrieres 1er Cru,Méo-Camuzet,2018,750ml,Red Wine,$242.99,242.99,Burgundy (Pinot Noir)
Dujac - Chambolle-Musigny,Dujac,2023,750ml,Red Wine,$233.99,233.99,Burgundy (Pinot Noir)
Le Petit Mouton de Mouton-Rothschild,Le Petit Mouton de Mouton-Rothschild,2019,750ml,Red Wine,$234.99,234.99,"Pauillac (JS: 97, JD: 95)"
Château Lynch-Bages,Château Lynch-Bages,2003,750ml,Red Wine,$233.99,233.99,"Pauillac (WE: 94, WA: 94)"
Domaine Jean Grivot - Nuits St Georges 1er Aux Boudots,Domaine Jean Grivot,2022,750ml,Red Wine,$259.99,259.99,Burgundy (WS: 96)
Château Lynch-Bages,Château Lynch-Bages,2010,750ml,Red Wine,$233.99,233.99,"Pauillac (JS: 98, WA: 97)"
Le Petit Mouton de Mouton-Rothschild,Le Petit Mouton de Mouton-Rothschild,2020,750ml,Red Wine,$259.99,259.99,"Pauillac (JS: 98, D: 94)"
Veuve Clicquot - La Grande Dame - Yayoi Kusama Limited Edition,Veuve Clicquot,2012,750ml,Sparkling Wine,$224.99,224.99,Champagne
Château d'Yquem,Château d'Yquem,2016,375ml,White Wine,$199.99,199.99,"Sauternes (JD: 99, JS: 99)"
Domaine Roulot - Meursault,Domaine Roulot,2023,750ml,White Wine,$224.99,224.99,Burgundy (Chardonnay)
Domaine Marquis D'Angerville - Volnay 1er Cru Champans,Domaine Marquis D'Angerville,2021,750ml,Red Wine,$224.99,224.99,"Burgundy (V: 95, RP: 94)"
Pensées de Lafleur,Pensées de Lafleur,2002,750ml,Red Wine,$249.99,249.99,Pomerol (Bordeaux Blend)
Chateau Tertre Roteboeuf,Chateau Tertre Roteboeuf,2019,750ml,Red Wine,$216.99,216.99,Saint Emillion (Bordeaux Blend)
Perrier-Jouët - Fleur de Champagne Belle Epoque Brut Rosé,Perrier-Jouët,NV,750ml,Sparkling Wine,$224.99,224.99,Champagne
Claude Dugat - Gevrey-Chambertin,Claude Dugat,2023,750ml,Red Wine,$224.99,224.99,Burgundy (WA: 93)
Louis Jadot - Corton-Charlemagne,Louis Jadot,2003,750ml,White Wine,$224.99,224.99,Burgundy (Chardonnay)
Château d'Yquem,Château d'Yquem,2006,375ml,White Wine,$218.99,218.99,"Sauternes (WA: 98, WS: 96)"
Pensées de Lafleur,Pensées de Lafleur,2011,750ml,Red Wine,$224.99,224.99,Pomerol (Bordeaux Blend)
Château Pichon Longueville Comtesse de Lalande,Château Pichon Longueville Comtesse de Lalande,1966,750ml,Red Wine,$224.99,224.99,Pauillac (Bordeaux Blend)
Pensées de Lafleur,Pensées de Lafleur,2014,750ml,Red Wine,$224.99,224.99,Pomerol (Bordeaux Blend)
Chateau Leoville Barton,Chateau Leoville Barton,2000,750ml,Red Wine,$249.99,249.99,"St Julien (WS: 97, WE: 96)"
Domaine de Beaurenard - Châteauneuf-du-Pape Boisrenard,Domaine de Beaurenard,2020,1.5L,Red Wine,$224.99,224.99,"Rhone Valley (JD: 99, WE: 96)"
Chateau Duhart-Milon Rothschild,Chateau Duhart-Milon Rothschild,1966,750ml,Red Wine,$224.99,224.99,Pauillac (Bordeaux Blend)
Joseph Drouhin - Puligny Montrachet Folatieres Premier Cru,Joseph Drouhin,2022,750ml,White Wine,$215.99,215.99,Burgundy
Michel Niellon - Chassagne-Montrachet Clos de la Maltroie,Michel Niellon,2022,750ml,White Wine,$215.99,215.99,Burgundy (Chardonnay)
Dom Perignon - Brut,Dom Perignon,2015,750ml,Sparkling Wine,$228.99,228.99,Champagne
Chateau Beaucastel - Chateauneuf Du Pape,Chateau Beaucastel,1989,750ml,Red Wine,$215.99,215.99,Rhone Valley (WA: 97)
Michel Niellon - Chassagne-Montrachet Les Chaumées,Michel Niellon,2022,750ml,White Wine,$215.99,215.99,Burgundy (Chardonnay)
Michel Niellon - Chassagne-Montrachet Les Champgains,Michel Niellon,2022,750ml,White Wine,$215.99,215.99,Burgundy (Chardonnay)
Domaine Leflaive - Esprit Savigny Les Beaune 1er Cru,Domaine Leflaive,2019,750ml,White Wine,$211.99,211.99,Savigny Les Beaune
Chateau Calon Segur,Chateau Calon Segur,2018,750ml,Red Wine,$206.99,206.99,"Saint Estephe (JD: 99, D: 99)"
Château Canon,Château Canon,2010,750ml,Red Wine,$175.99,175.99,St.-Emilion (Bordeaux Blend)
Perrier Jouet - Cuvee Belle Epoque,Perrier Jouet,NV,750ml,Sparkling Wine,$206.99,206.99,Champagne
Bruno Colin - Chassagne-Montrachet 1er Cru La Maltroie,Bruno Colin,2022,750ml,White Wine,$206.99,206.99,Burgundy (Chardonnay)
Jacques-Frédéric Mugnier - Clos de la Maréchale 1er Cru,Jacques-Frédéric Mugnier,2022,750ml,Red Wine,$206.99,206.99,Burgundy (Pinot Noir)
Faiveley - Meursault,Faiveley,2022,1.5L,White Wine,$206.99,206.99,Burgundy (Chardonnay)
Chateau Cos d'Estournel,Chateau Cos d'Estournel,2019,750ml,Red Wine,$177.99,177.99,"Saint Estephe (JS: 99, WE: 98)"
Château d'Yquem,Château d'Yquem,2010,375ml,White Wine,$229.99,229.99,"Sauternes (WE: 98, WS: 97)"
Gosset - Celebris Extra Brut,Gosset,2008,750ml,Sparkling Wine,$202.49,202.49,Champagne
Veuve Clicquot - Brut Champagne La Grande Dame,Veuve Clicquot,2006,750ml,Sparkling Wine,$197.99,197.99,Champagne
