Name,producer_guess,Vintage,Format,Category,Price,price_usd,Region/Notes
Château Suduiraut,Château Suduiraut,1999,750ml,White Wine,$89.99,89.99,Sauternes (Bordeaux Blend)
Valentin Leflaive - Blanc De Blanc Avize 16 40,Valentin Leflaive,2016,750ml,White Wine,$79.99,79.99,Champagne
Chateau Gruaud Larose,Chateau Gruaud Larose,2020,750ml,Red Wine,$89.99,89.99,"Saint Julien (D: 98, WA: 96)"
Château Rieussec,Château Rieussec,1998,750ml,White Wine,$89.99,89.99,Sauternes (Bordeaux Blend)
Chateau Grand Puy Lacoste,Chateau Grand Puy Lacoste,2020,750ml,Red Wine,$73.99,73.99,"Pauillac (JS: 97, WS: 96)"
Château Petit-Figeac,Château Petit-Figeac,2016,750ml,Red Wine,$89.99,89.99,"St.-Emilion (JD: 94, WE: 93-95)"
Domaine De Chevalier,Domaine De Chevalier,2022,750ml,Red Wine,$89.99,89.99,"Pessac-Leognan (JS: 98, JD: 98)"
Chateau d'Armailhac,Chateau d'Armailhac,2010,750ml,Red Wine,$99.99,99.99,"Pauillac (D: 94, WS: 93)"
Chene Bleu - Abelard,Chene Bleu,2007,750ml,Red Wine,$88.99,88.99,Southern Rhone (WS: 92)
Chateau Talbot,Chateau Talbot,2022,750ml,Red Wine,$78.99,78.99,"St.-Julien (WS: 96, JS: 96)"
Les Heritiers - Gevrey Chambertin Les Crais,Les Heritiers,2020,750ml,Red Wine,$89.99,89.99,Burgundy (Pinot Noir)
Domaine Maillard - Corton Grand Cru,Domaine Maillard,2017,750ml,Red Wine,$99.99,99.99,Burgundy (Pinot Noir)
Lucien Boillot - Volnay 1er Cru Les Brouillards,Lucien Boillot,2017,750ml,Red Wine,$89.99,89.99,Burgundy (Pinot Noir)
Domaine Dugat Py - Hautes Cotes De Nuits Blanc,Domaine Dugat Py,2022,750ml,White Wine,$89.99,89.99,Burgundy (Chardonnay)
Château Brane-Cantenac,Château Brane-Cantenac,2012,750ml,Red Wine,$89.99,89.99,"Margaux (WE: 92-94, WA: 90-92)"
Chateau La Couspaude,Chateau La Couspaude,1998,750ml,Red Wine,$99.99,99.99,Saint Emilion (Bordeaux Red)
Domaine Faiveley - Gevrey-Chambertin Vieilles Vignes,Domaine Faiveley,2021,750ml,Red Wine,$77.99,77.99,"Burgundy (WS: 91, JS: 91)"
Dremont & Savart - Ephemere 017 Bouzy Grand Cru,Dremont & Savart,NV,750ml,Sparkling Wine,$89.99,89.99,Champagne
Antonin Guyon - Aloxe Corton Les Fournières,Antonin Guyon,2020,750ml,Red Wine,$73.99,73.99,Burgundy (WE: 95)
Chateau Gruaud Larose,Chateau Gruaud Larose,2019,750ml,Red Wine,$89.99,89.99,"Saint Julien (WA: 95+, JD: 94)"
Domaine Robert-Denogent - Pouilly Fuisse 1er Cru Ver Cras,Domaine Robert-Denogent,2021,750ml,White Wine,$89.99,89.99,Burgundy (Chardonnay)
Louis Latour - Chassagne Montrachet,Louis Latour,2019,750ml,White Wine,$89.99,89.99,"Burgundy (JS: 94, WE: 93)"
Dominique Lafon - 1er Cru Beaune Les Avaux,Dominique Lafon,2020,750ml,Red Wine,$81.99,81.99,Burgundy (Pinot Noir)
Louis Roederer - Brut Champagne Vintage,Louis Roederer,2016,750ml,Sparkling Wine,$89.99,89.99,Champagne
Chene Bleu - Abelard,Chene Bleu,2009,750ml,Red Wine,$79.99,79.99,"Southern Rhone (V: 92, WS: 91)"
Philippe Bouzereu - Maursault Les Grands Charrons,Philippe Bouzereu,2022,750ml,Red Wine,$89.99,89.99,Burgundy (Chardonnay)
Chene Bleu - Abelard,Chene Bleu,2006,750ml,Red Wine,$79.99,79.99,Bordeaux (Rhone Red Blend)
Chateau Malescot St.Exupery,Chateau Malescot St.Exupery,2022,750ml,Red Wine,$89.99,89.99,"Margaux (JS: 97, WS: 96)"
Pierre Ponnelle - Nuits St Georges,Pierre Ponnelle,1983,750ml,Red Wine,$89.99,89.99,Burgundy (Pinot Noir)
Domaine du Vieux Télégraphe - Châteauneuf-du-Pape White,Domaine du Vieux Télégraphe,2020,750ml,Red Wine,$89.99,89.99,"Rhone (WS: 95, WA: 93)"
Chêne Bleu - Heloise Red,Chêne Bleu,2006,750ml,Red Wine,$89.99,89.99,Southern Rhone (Syrah/Grenache)
Château Duhart-Milon Rothschild,Château Duhart-Milon Rothschild,2016,750ml,Red Wine,$99.99,99.99,"Pauillac (JS: 95, JD: 94)"
Château de Beaucastel - Châteauneuf-du-Pape,Château de Beaucastel,2022,750ml,Red Wine,$79.99,79.99,"Rhone Valley (JS: 97, D: 96)"
A.F. Gros - Signature Mathias Parent,A.F. Gros,2022,750ml,Red Wine,$89.99,89.99,Burgundy (Pinot Noir)
William Fevre - Chablis Premier Cru Vaulorent,William Fevre,2021,750ml,White Wine,$89.99,89.99,"Chablis (D: 95, WA: 94)"
Michel Niellon - Chassagne Montrachet Rouge,Michel Niellon,2021,750ml,Red Wine,$89.99,89.99,Burgundy (Pinot Noir)
Gosset - Brut 12 Ans de Cave à minima,Gosset,2012,750ml,Sparkling Wine,$99.99,99.99,"Champagne (WS: 93, WA: 93)"
Château Ducru-Beaucaillou,Château Ducru-Beaucaillou,1964,375ml,Red Wine,$89.99,89.99,St.-Julien (Bordeaux Blend)
Château Canon,Château Canon,1970,375ml,Red Wine,$89.99,89.99,St.-Emilion (Bordeaux Blend)
Chateau Belair,Chateau Belair,2005,750ml,Red Wine,$99.99,99.99,St.-Emilion (Bordeaux Blend)
Domaine Antonin Guyon - Volnay 1er Cru Clos des Chénes,Domaine Antonin Guyon,2019,750ml,Red Wine,$99.99,99.99,"Burgundy (WE: 95, BH: 93)"
Château Duhart-Milon Rothschild,Château Duhart-Milon Rothschild,2018,750ml,Red Wine,$99.99,99.99,"Pauillac (JS: 96, D: 95)"
Morin Pere & Fils Puligny Montrachet,Morin Pere & Fils Puligny Montrachet,2021,750ml,White Wine,$89.99,89.99,Burgundy (Chardonnay)
Domaine Leflaive - Leflaive and Associes Bourgogne Blanc,Domaine Leflaive,2020,750ml,White Wine,$99.99,99.99,Burgundy (Chardonnay)
Domaine Vacheron - Les Garennes Sancerre,Domaine Vacheron,2022,750ml,White Wine,$89.99,89.99,Loire Valley (Sauvignon Blanc)
Chateau Lascombes,Chateau Lascombes,2012,750ml,Red Wine,$89.09,89.09,Margaux (WA: 94)
Billecart-Salmon - Brut Rose Champagne,Billecart-Salmon,NV,750ml,Sparkling Wine,$86.39,86.39,"Champagne (WW: 96, JD: 94)"
Jean-Marc Boillot - Beaune 1er Cru Epenottes,Jean-Marc Boillot,2020,750ml,Red Wine,$88.99,88.99,Burgundy (Pinot Noir)
La Gravette De Certan,La Gravette De Certan,2020,750ml,Red Wine,$77.99,77.99,"Pomerol (JS: 96, JD: 95)"
Louis Roederer - Brut Rose Champagne Vintage,Louis Roederer,2017,750ml,Sparkling Wine,$86.39,86.39,Champagne
Lucien Boillot - Pommard,Lucien Boillot,2019,750ml,Red Wine,$85.49,85.49,Burgundy (Pinot Noir)
Ruinart - Brut Rosé Champagne,Ruinart,NV,750ml,Sparkling Wine,$93.99,93.99,Champagne
Chateau d'Armailhac,Chateau d'Armailhac,2018,750ml,Red Wine,$80.99,80.99,"Pauillac (JS: 95, D: 94)"
Domaine du Nozay - Clos du Nozay Sancerre,Domaine du Nozay,2023,750ml,White Wine,$80.99,80.99,Sancerre
Chateau Lynch Bages - Blanc De Lynch Bages,Chateau Lynch Bages,2020,750ml,White Wine,$80.99,80.99,"Pauillac (JS: 95, WA: 90-92)"
Louis Barruol Cote Rotie La Boisselee,Louis Barruol Cote Rotie La Boisselee,2015,750ml,Red Wine,$80.99,80.99,Rhone Valley (Syrah)
Laurent-Perrier - Brut Rosé Champagne,Laurent-Perrier,NV,750ml,Sparkling Wine,$89.99,89.99,"Champagne (D: 95, WE: 94)"
Billecart Salmon - Brut Le Sous Bois,Billecart Salmon,NV,750ml,Sparkling Wine,$89.99,89.99,Champagne (WE: 93)
Domaine Bois de Boursan - Châteauneuf-du-Pape Cuvée des Felix,Domaine Bois de Boursan,2005,750ml,Red Wine,$80.99,80.99,Southern Rhone
Chateau D Esclan - Rose Garrus,Chateau D Esclan,NV,750ml,Rose Wine,$89.99,89.99,Cotes de Provence
Chateau Belair,Chateau Belair,2004,750ml,Red Wine,$89.99,89.99,St.-Emilion (Bordeaux Blend)
Domaine des Bosquets - Gigondas Le Lieu Dit,Domaine des Bosquets,2020,750ml,Red Wine,$80.99,80.99,"Rhone Valley (JD: 97, WS: 95)"
Chateau Talbot,Chateau Talbot,2015,750ml,Red Wine,$79.99,79.99,St-Julien (WE: 94)
Chateau Clerc Milon,Chateau Clerc Milon,2019,750ml,Red Wine,$89.99,89.99,"Pauillac (WE: 96, JS: 96)"
Chateau Peyrassol Rose,Chateau Peyrassol Rose,2020,1.5L,Rose Wine,$80.99,80.99,"Provence (V: 92, WA: 91)"
Lucien Boillot - Gevrey Chambertin,Lucien Boillot,2019,750ml,Red Wine,$80.99,80.99,Burgundy (Pinot Noir)
Château La Grave à Pomerol,Château La Grave à Pomerol,2009,750ml,Red Wine,$89.99,89.99,Pomerol (Bordeaux Blend)
Domaine de Beaurenard - Châteauneuf-du-Pape Boisrenard,Domaine de Beaurenard,2017,750ml,Red Wine,$78.99,78.99,"Rhone Valley (JD: 97+, WA: 96)"
Chêne Bleu - Heloise Red,Chêne Bleu,2011,750ml,Red Wine,$86.99,86.99,"Southern Rhone (JD: 96, WS: 93)"
Château Brane-Cantenac,Château Brane-Cantenac,2019,750ml,Red Wine,$83.99,83.99,"Margaux (WA: 97, JD: 96)"
A. & P. de Villaine - Mercurey Les Montots,A. & P. de Villaine,2022,750ml,Red Wine,$80.99,80.99,Burgundy (Pinot Noir)
Domaine Genot-Boulanger - Pommard Vieilles Vignes,Domaine Genot-Boulanger,2022,750ml,Red Wine,$89.99,89.99,Burgundy (Pinot Noir)
Chateau La Croix De Millorit,Chateau La Croix De Millorit,1982,750ml,Red Wine,$80.99,80.99,Cotes De Bourg (Bordeaux Red Blend)
Clos Saint Jean - La Combe Des Fous Chateauneuf Du Pape,Clos Saint Jean,2004,750ml,Red Wine,$80.99,80.99,Rhone Valley (WA: 94)
Jean Louis Chave Selection - Hermitage Farconnet,Jean Louis Chave Selection,2021,750ml,Red Wine,$69.99,69.99,Rhone (Syrah)
Ramonet - Bourgogne Aligoté,Ramonet,2022,750ml,White Wine,$80.99,80.99,Burgundy (Aligote)
Domaine Saint Prefert - Châteauneuf-du-Pape Reserve Auguste Favier,Domaine Saint Prefert,2012,750ml,Red Wine,$80.99,80.99,Rhone Valley (WA: 94)
Domaine Jessiaume - Volnay 1er Cru Brouillards,Domaine Jessiaume,2021,750ml,Red Wine,$70.99,70.99,Burgundy (Pinot Noir)
Roc De Cambes - Cotes De Bourg Rouge,Roc De Cambes,2019,750ml,Red Wine,$75.99,75.99,Cotes De Bourg (Bordeaux Red Blend)
Louis Jadot - Nuits-St.-Georges,Louis Jadot,1983,750ml,Red Wine,$80.99,80.99,Burgundy (Pinot Noir)
Ropiteau Frères - Meursault,Ropiteau Frères,2021,750ml,White Wine,$80.99,80.99,Burgundy (Chardonnay)
Veuve Clicquot - Rich Rose,Veuve Clicquot,NV,750ml,Sparkling Wine,$77.39,77.39,Champagne
Chateau d'Armailhac,Chateau d'Armailhac,2011,750ml,Red Wine,$85.99,85.99,"Pauillac (D: 92, WE: 91)"
Chateau Pichon Longueville - Reserve de la Comtesse Pauillac,Chateau Pichon Longueville,2016,750ml,Red Wine,$69.99,69.99,"Pauillac (JS: 94, JD: 92)"
Gosset Grand - Blanc de Blancs Brut Champagne,Gosset Grand,NV,750ml,Sparkling Wine,$85.99,85.99,Champagne
Chateau Gazin,Chateau Gazin,2021,750ml,Red Wine,$76.99,76.99,"Pomerol (JS: 94, WA: 93)"
Billaud Simon - Chables 1er Cru Fourchaume,Billaud Simon,2021,750ml,White Wine,$76.49,76.49,Chablis
Billaud Simon Chablis Les Vaillons 1er Cru,Billaud Simon Chablis Les Vaillons 1er Cru,2023,750ml,White Wine,$73.99,73.99,Chablis (Chardonnay)
Domaine Gerard Thomas - Puligny Montrachet Le Trezin,Domaine Gerard Thomas,2022,750ml,White Wine,$76.49,76.49,Burgundy (Chardonnay)
Domaine de Beaurenard - Châteauneuf-du-Pape Boisrenard,Domaine de Beaurenard,2005,750ml,Red Wine,$74.69,74.69,Rhone Valley
Veuve Clicquot - Rich,Veuve Clicquot,NV,750ml,Sparkling Wine,$71.99,71.99,Champagne
Arnaud Lambert - Saumur Blanc La Rue Breze,Arnaud Lambert,2020,750ml,White Wine,$69.99,69.99,Loire (Chenin Blanc)
Moët & Chandon - Rosé Champagne Nectar Impérial,Moët & Chandon,NV,750ml,Sparkling Wine,$71.99,71.99,Champagne
Domaine Mikulski - Hautes Cotes De Beaune Chardonnay,Domaine Mikulski,2023,750ml,White Wine,$71.99,71.99,Burgundy (Chardonnay)
Domaine Saint Prefert - Châteauneuf-du-Pape,Domaine Saint Prefert,2010,750ml,Red Wine,$71.99,71.99,Rhone Valley (WA: 92)
Domaine Chandon De Briailles - Pernand Vergelesses Les Vergelesses 1er Cru,Domaine Chandon De Briailles,NV,750ml,Red Wine,$79.99,79.99,Burgundy (Pinot Noir)
Moët & Chandon - Ice Imperial Brut,Moët & Chandon,NV,750ml,Sparkling Wine,$71.99,71.99,Champagne
Domaine Leflaive - Macon Verze Maconnais,Domaine Leflaive,2023,750ml,White Wine,$61.99,61.99,Burgundy (Chardonnay)
Domaine Roulot - Bourgogne Aligote,Domaine Roulot,2023,750ml,White Wine,$71.99,71.99,Burgundy (Chardonnay)
Billaud Simon Chablis Les Vaillons 1er Cru,Billaud Simon Chablis Les Vaillons 1er Cru,2021,750ml,White Wine,$71.99,71.99,Chablis
Domaine Georges Lignier - Gevrey Chambertin,Domaine Georges Lignier,2019,750ml,Red Wine,$67.99,67.99,Burgundy (Pinot Noir)
Domaines Peyronie - Chateau Pauillac - Pauillac,Domaines Peyronie,2019,750ml,Red Wine,$79.99,79.99,Pauillac (JS: 96)
Chêne Bleu - Rose,Chêne Bleu,NV,1.5L,Rose Wine,$79.99,79.99,Provence
Bruno Lorenzon - Mercurey Le Chapitre,Bruno Lorenzon,2022,750ml,Red Wine,$71.99,71.99,Burgundy (Pinot Noir)
Chateau Monbousquet - Saint Emilion Grand Cru,Chateau Monbousquet,2015,750ml,Red Wine,$78.99,78.99,"St.-Emilion (WA: 93, WE: 93)"
Chateau Lascombes - Margaux,Chateau Lascombes,2020,750ml,Red Wine,$79.99,79.99,"Margaux (WE: 95, JS: 95)"
Chateau Talbot - St-Julien Bordeaux Red Blend,Chateau Talbot,2020,750ml,Red Wine,$63.99,63.99,"St-Julien (WS: 95, WE: 95)"
Château Lagrange - St.-Julien,Château Lagrange,2014,750ml,Red Wine,$68.99,68.99,"St.-Julien (WE: 94, JS: 93)"
Pierre Peters - Cuvee Reserve Blanc De Blanc,Pierre Peters,NV,750ml,Sparkling Wine,$71.99,71.99,Champagne (Chardonnay)
Chateau La Croix Toulifaut - Pomerol,Chateau La Croix Toulifaut,2007,750ml,Red Wine,$71.99,71.99,Pomerol (Merlot & Cabernet Franc)
Château Langoa Barton - St.-Julien,Château Langoa Barton,2012,750ml,Red Wine,$79.99,79.99,"St.-Julien (WE: 93, WA: 90)"
Clos du Marquis - Saint Julien,Clos du Marquis,2011,750ml,Red Wine,$69.99,69.99,"Saint Julien (WE: 93, JS: 92)"
Domaine Lucien Jacob - Beaune Les Toussaints 1er Cru,Domaine Lucien Jacob,1999,750ml,Red Wine,$71.99,71.99,Burgundy (Pinot Noir)
Hubert Lignier - Monthelie,Hubert Lignier,2022,750ml,Red Wine,$71.99,71.99,Burgundy (Pinot Noir)
Domaine Henri Gouges Nuits Saint Georges,Domaine Henri Gouges Nuits Saint Georges,2017,750ml,Red Wine,$71.99,71.99,Burgundy (WS: 93)
Gosset - 'Grand Rose' Brut,Gosset,NV,750ml,Sparkling Wine,$79.99,79.99,"Champagne (WS: 92, WA: 92)"
Delamotte - Brut Blanc de Blancs Champagne,Delamotte,NV,750ml,Sparkling Wine,$71.99,71.99,Champagne
Domaine Laroche - Chablis Les Fourchaumes Vieilles Vignes,Domaine Laroche,2019,750ml,White Wine,$70.19,70.19,Chablis (Chardonnay)
Château La Nerthe - Châteauneuf-du-Pape,Château La Nerthe,2021,750ml,Red Wine,$70.19,70.19,Rhone Valley (Rhone Blend)
Les Pagodes De Cos By Cos D'Estournel - St Estephe,Les Pagodes De Cos By Cos D'Estournel,2006,750ml,Red Wine,$76.99,76.99,Bordeaux Blend
Chateau des Quarts - Clos des Quarts Pouilly-Fuisse 1er Cru Aux Quarts,Chateau des Quarts,2022,750ml,White Wine,$75.99,75.99,Burgundy (Chardonnay)
La Dame de Montrose - St.-Estèphe,La Dame de Montrose,2011,750ml,Red Wine,$75.99,75.99,Bordeaux Blend
Chateau Lafaurie-Peyraguey - Sauternes,Chateau Lafaurie-Peyraguey,2003,750ml,White Wine,$67.49,67.49,Bordeaux Blend
Albert Boxler - Riesling Reserve,Albert Boxler,2023,750ml,White Wine,$67.49,67.49,Alsace (Riesling)
Familie Joly - Les Vieux Clos Savennieres,Familie Joly,2023,750ml,White Wine,$74.99,74.99,Loire Valley (Chenin Blanc)
Domaine de Beaurenard - Châteauneuf-du-Pape,Domaine de Beaurenard,2020,750ml,Red Wine,$67.49,67.49,"Rhone Valley (WE: 95, JD: 94)"
Yann Durieux - Love And Pif Blanc,Yann Durieux,2021,750ml,White Wine,$67.49,67.49,Burgundy (Aligote)
Chateau Talbot - St-Julien Bordeaux Red Blend,Chateau Talbot,2019,750ml,Red Wine,$66.99,66.99,"St-Julien (WE: 96, WS: 95)"
Château Phélan-Ségur - St.-Estèphe,Château Phélan-Ségur,2015,750ml,Red Wine,$58.99,58.99,"St.-Estèphe (WE: 93, D: 93)"
Landot - Haut Medoc,Landot,2010,1.5L,Red Wine,$69.99,69.99,Haut Medoc (Bordeaux Blend)
Saint Cosme - Châteauneuf-du-Pape,Saint Cosme,2020,750ml,Red Wine,$62.99,62.99,"Rhone (WS: 93, V: 92)"
Chateau Branaire-Ducru - Saint Julien,Chateau Branaire-Ducru,2022,750ml,Red Wine,$62.99,62.99,"St Julien (D: 97, WA: 96)"
Chateau Haut Batailley - Pauillac,Chateau Haut Batailley,2020,750ml,Red Wine,$69.99,69.99,"Pauillac (WS: 95, JD: 94)"
Chateau de Saint Cosme - Gigondas,Chateau de Saint Cosme,2020,750ml,Red Wine,$62.99,62.99,"Rhone (WS: 94, WE: 92)"
Valentin Leflaive - Blanc De Blanc Gr 14 45,Valentin Leflaive,2014,750ml,Sparkling Wine,$62.99,62.99,Champagne (WA: 90)
Jean Chauvenet - Nuits-St.-Georges,Jean Chauvenet,2019,750ml,Red Wine,$58.99,58.99,Burgundy (Pinot Noir)
Domaine Laroche - Chablis Les Vaudevey,Domaine Laroche,2021,750ml,White Wine,$53.99,53.99,"Burgundy (WS: 91, V: 90)"
Domaine Vacheron - Sancerre,Domaine Vacheron,2024,750ml,White Wine,$62.99,62.99,Loire Valley (Sauvignon Blanc)
Taittinger - Brut Rosé Champagne Prestige,Taittinger,NV,750ml,Sparkling Wine,$69.99,69.99,Champagne
Chateau Maltroye - Chassagne Montrachet Rouge,Chateau Maltroye,2009,750ml,Red Wine,$62.99,62.99,Burgundy (Pinot Noir)
Chateau d'Armailhac - Pauillac,Chateau d'Armailhac,2019,750ml,Red Wine,$69.99,69.99,"Pauillac (WE: 95, WS: 94)"
Domaine de Beaurenard - Châteauneuf-du-Pape,Domaine de Beaurenard,2021,750ml,Red Wine,$62.99,62.99,Rhone Valley (Rhone Blend)
Chateau De La Maltroye - Chassagne Montrachet 1er Cru Clos St Jean Rouge,Chateau De La Maltroye,2013,750ml,Red Wine,$62.99,62.99,Burgundy (Pinot Noir)
Domaine Mikulski - Hautes Cotes De Beaune Chardonnay,Domaine Mikulski,2022,750ml,White Wine,$62.99,62.99,Burgundy (Chardonnay)
Château Lafon-Rochet - St.-Estèphe,Château Lafon-Rochet,2016,750ml,Red Wine,$54.99,54.99,"St.-Estèphe (V: 95, WE: 94)"
Chateau Haut Batailley - Pauillac,Chateau Haut Batailley,2012,750ml,Red Wine,$59.99,59.99,"Pauillac (WA: 92, JS: 92)"
Roland Lavantureux - Chablis Vauprin,Roland Lavantureux,2022,750ml,White Wine,$62.99,62.99,Burgundy (Chardonnay)
Jeeper Brut Rose,Jeeper Brut Rose,NV,750ml,Rose Wine,$69.99,69.99,Champagne (WS: 92)
Jean-Marc Boillot - Volnay,Jean-Marc Boillot,2020,750ml,Red Wine,$59.99,59.99,Burgundy (Pinot Noir)
Château Phélan-Ségur - St.-Estèphe,Château Phélan-Ségur,2022,750ml,Red Wine,$62.99,62.99,"St.-Estèphe (WS: 95, JD: 95)"
Chateau Les Ormes De Pez St Estephe,Chateau Les Ormes De Pez St Estephe,2011,750ml,Red Wine,$49.99,49.99,"Bordeaux (WE: 91, JS: 91)"
Domaine De La Janasse - Chateauneuf Du Pape,Domaine De La Janasse,2017,750ml,Red Wine,$62.09,62.09,Rhone Valley (Chateauneuf du Pape)
Bollinger - Brut Champagne Special Cuvée,Bollinger,NV,750ml,Sparkling Wine,$67.99,67.99,Champagne
Au Pied du Mont Chauve - Meursault,Au Pied du Mont Chauve,2017,750ml,White Wine,$54.99,54.99,Meursault (Chardonnay)
Château Marquis-d'Alesme-Becker - Margaux,Château Marquis-d'Alesme-Becker,2016,750ml,Red Wine,$59.39,59.39,"Margaux (WA: 96, JD: 96)"
Louis Roederer - Collection 246 Brut Champagne,Louis Roederer,NV,750ml,Sparkling Wine,$59.39,59.39,Champagne
Chateau De Lamarque - Haut Medoc,Chateau De Lamarque,2020,1.5L,Red Wine,$59.39,59.39,Haut Medoc (Bordeaux Blend)
Domaine Faiveley - Mercurey La Framboisiere Monopole,Domaine Faiveley,2023,750ml,Red Wine,$58.49,58.49,Burgundy (WA: 90)
Domaine De La Galopiere - Pommard,Domaine De La Galopiere,2020,750ml,Red Wine,$58.49,58.49,Burgundy (Pinot Noir)
Veuve Clicquot - Brut Rosé Champagne,Veuve Clicquot,NV,750ml,Sparkling Wine,$64.99,64.99,Champagne
Domaine Brun Avril - Chateauneuf Du Pape,Domaine Brun Avril,2020,750ml,Red Wine,$54.99,54.99,Burgundy
Les Marronniers - Chablis 1er Cru Montmains,Les Marronniers,NV,750ml,White Wine,$55.79,55.79,Burgundy (Chardonnay)
Saisons De Bourgneuf - Pomerol,Saisons De Bourgneuf,2023,750ml,Red Wine,$53.99,53.99,Bordeaux (Bordeaux Red Blend)
Le Clos Peyrassol Rose,Le Clos Peyrassol Rose,2021,750ml,Rose Wine,$59.99,59.99,"Provence (V: 94, WA: 92)"
Domaine Labruyere - Le Clos Du Moulin-a-Vent Monopole,Domaine Labruyere,2019,750ml,Red Wine,$53.99,53.99,Burgundy (WE: 94)
Domaine Du Chancelier - Cotes De Beaune La Rave Nord,Domaine Du Chancelier,2022,750ml,Red Wine,$53.99,53.99,Burgundy (Pinot Noir)
Ruinart - Brut Rose,Ruinart,NV,375ml,Sparkling Wine,$53.99,53.99,Champagne
Moët & Chandon - Brut Rosé Champagne,Moët & Chandon,NV,750ml,Sparkling Wine,$59.99,59.99,Champagne
Pol Roger - Brut Rich Demi Sec,Pol Roger,NV,750ml,Sparkling Wine,$53.99,53.99,Champagne
Bouchard Pere & Fils Clos Saint-Landry Monopole,Bouchard Pere & Fils Clos Saint-Landry Monopole,2012,750ml,Red Wine,$59.99,59.99,Burgundy (Pinot Noir)
Valentin Leflaive - Blanc De Blanc CV 18 30 Champagne,Valentin Leflaive,2018,750ml,Sparkling Wine,$59.99,59.99,Champagne
La Réserve de Léoville Barton - St.-Julien,La Réserve de Léoville Barton,2015,750ml,Red Wine,$59.99,59.99,"St.-Julien (WS: 91, CT: 91)"
Chateau d'Armailhac - Pauillac,Chateau d'Armailhac,2021,750ml,Red Wine,$53.99,53.99,Pauillac (WA: 92)
Chateau Gloria - Saint Julien,Chateau Gloria,2018,750ml,Red Wine,$53.99,53.99,"Saint Julien (WE: 94, JD: 94)"
Billaud-Simon - Chablis Tête d'Or,Billaud-Simon,2021,750ml,White Wine,$53.99,53.99,Chablis
Valentin Leflaive - Blanc De Blanc CV 17 50 Champagne,Valentin Leflaive,2017,750ml,Sparkling Wine,$59.99,59.99,Champagne
Jean-Marie Fourrier - Vigne Comte de Chapelle Bourgogne Rouge,Jean-Marie Fourrier,2022,750ml,Red Wine,$53.99,53.99,Burgundy (Pinot Noir)
Moet & Chandon - Nectar Imperial,Moet & Chandon,NV,750ml,Sparkling Wine,$59.99,59.99,Champagne
Schoffit - Tokay Pinot Gris Alsace Grand Cru Rangen,Schoffit,2000,750ml,White Wine,$59.99,59.99,Alsace (Pinot Gris)
J De Villebois - Pouilly Fume Les Silex Blancs,J De Villebois,2023,750ml,White Wine,$53.99,53.99,Loire (Sauvignon Blanc)
Chateau La Grave - Pomerol,Chateau La Grave,2014,750ml,Red Wine,$53.99,53.99,"Pomerol (JS: 94, WS: 92)"
Ropiteau Frères - Meursault,Ropiteau Frères,2019,750ml,White Wine,$59.99,59.99,Meursault (Chardonnay)
Jean-Marie Fourrier - Vigne Comte de Chapelle Bourgogne Blanc,Jean-Marie Fourrier,2022,750ml,White Wine,$53.99,53.99,Burgundy (Chardonnay)
Château Meyney - St.-Estèphe,Château Meyney,2016,750ml,Red Wine,$59.99,59.99,"St.-Estèphe (JS: 96, V: 95)"
Chateau d'Armailhac - Pauillac,Chateau d'Armailhac,2020,750ml,Red Wine,$53.99,53.99,"Pauillac (JS: 95, WE: 93)"
Chateau La Croix Bellevue - Lalande De Pomerol,Chateau La Croix Bellevue,2000,750ml,Red Wine,$59.99,59.99,Bordeaux (Bordeaux Red Blend)
Chateau Branaire-Ducru - Saint Julien,Chateau Branaire-Ducru,2020,750ml,Red Wine,$53.99,53.99,"Saint Julien (WE: 95, WS: 94)"
Chateau Duhart Milon - Moulin de Duhart Pauillac,Chateau Duhart Milon,2019,750ml,Red Wine,$59.99,59.99,Pauillac (D: 92)
La Dame de Montrose - St.-Estèphe,La Dame de Montrose,2015,750ml,Red Wine,$48.99,48.99,"St.-Estèphe (JS: 94, WE: 93)"
Domaine Vincent Ledy - Bourgogne Hautes Cotes de Nuits VV,Domaine Vincent Ledy,2022,750ml,Red Wine,$53.99,53.99,Burgundy (Pinot Noir)
Chateau Lafaurie-Peyraguey - Grand Vin Sec Blanc,Chateau Lafaurie-Peyraguey,NV,750ml,White Wine,$52.19,52.19,Bordeaux (Sauvignon Blanc & Semillon)
Domaine Laroche - Chablis Les Vaillons Vieilles Vignes,Domaine Laroche,2019,750ml,White Wine,$57.99,57.99,"Chablis (WE: 94, WA: 92)"
Domaine Laroche - Chablis Les Vaillons Vieilles Vignes,Domaine Laroche,2018,750ml,White Wine,$57.99,57.99,"Chablis (WA: 91, V: 91)"
Chateau Coutet - Sauternes Barsac,Chateau Coutet,2003,750ml,White Wine,$56.99,56.99,Sauternes (Bordeaux Blend)
Chateau du Moulin-a-Vent - Champ de Cour,Chateau du Moulin-a-Vent,2019,750ml,Red Wine,$51.29,51.29,Moulin-a-Vent (WE: 92)
Jean-Baptiste Souillard - Crozes-Hermitage Les Habrards,Jean-Baptiste Souillard,2017,750ml,Red Wine,$50.39,50.39,Burgundy (Red Rhone Blend)
Domaine de Beaurenard - Châteauneuf-du-Pape,Domaine de Beaurenard,2019,750ml,Red Wine,$49.99,49.99,"Rhone Valley (JD: 95, WS: 93)"
Domaine Vacheron - Sancerre Rose,Domaine Vacheron,2023,750ml,Rose Wine,$50.39,50.39,Loire Valley (Pinot Noir)
